Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2016:3, 5171.563, 15388.35, 0, 6.926549, 0.8177063, 13.42269, 0, 66.92223, 1.86773, 10.04309, 17.14363, 25.05144, 3.060133, 64.60152, 1625.378, 1602.27, 2262.214, 40.4175, 0.4214252, 0.2950376, 3257.242, 0.6298372, 2.97557, 3.17846, 1.021469, -0.004528894, 0.1890029, 0.2000195, 0.1965481, 
2016:4, 5187.784, 15426.46, 0, 6.927875, 0.817141, 13.42765, 0, 66.92259, 1.86239, 10.04235, 17.13942, 25.03717, 3.057319, 64.56631, 1632.274, 1604.499, 2267.356, 40.43985, 0.4206503, 0.2950136, 3266.192, 0.6295928, 2.973612, 3.179543, 1.024056, -0.004593689, 0.1892505, 0.2002523, 0.1967864, 
2016:5, 5173.533, 15388.98, 0, 6.927591, 0.8177487, 13.42644, 0, 66.92689, 1.867258, 10.03408, 17.1456, 25.0538, 3.059835, 64.58729, 1626.201, 1602.412, 2262.763, 40.41681, 0.419847, 0.295022, 3258.121, 0.6297672, 2.974559, 3.180004, 1.021961, -0.0046673, 0.1890327, 0.2000438, 0.1965743, 
2016:6, 5175.515, 15390.08, 0, 6.92778, 0.8179848, 13.43009, 0, 66.93184, 1.867118, 10.0252, 17.15609, 25.05909, 3.059488, 64.59084, 1627.037, 1602.864, 2263.628, 40.38382, 0.4190144, 0.29501, 3258.981, 0.6296921, 2.973633, 3.181909, 1.019393, -0.004719283, 0.1890628, 0.2000687, 0.196601, 
2016:7, 5176.495, 15392.83, 0, 6.926848, 0.8180142, 13.43043, 0, 66.93247, 1.866761, 10.02548, 17.16679, 25.06303, 3.059264, 64.59396, 1627.478, 1602.921, 2263.859, 40.33045, 0.4181368, 0.2950101, 3259.477, 0.6296688, 2.973602, 3.184012, 1.015443, -0.004771125, 0.1890754, 0.2000804, 0.196613, 
2016:8, 5207.609, 15477.12, 0, 6.929287, 0.8163159, 13.43092, 0, 66.91715, 1.855279, 10.05105, 17.13774, 25.01823, 3.053819, 64.52634, 1640.751, 1606.578, 2272.916, 40.39417, 0.4176985, 0.2949958, 3277.517, 0.6293707, 2.972021, 3.182959, 1.023545, -0.004801983, 0.1895456, 0.2005324, 0.1970722, 
2016:9, 5174.622, 15414.15, 0, 6.922143, 0.8162832, 13.40941, 0, 66.90132, 1.863513, 10.08734, 17.12437, 25.03056, 3.059415, 64.5626, 1626.813, 1601.442, 2261.597, 40.38305, 0.417293, 0.295077, 3259.76, 0.6299514, 2.978798, 3.181157, 1.02227, -0.004860375, 0.1890417, 0.200071, 0.1965954, 
2016:10, 5176.919, 15404.88, 0, 6.925745, 0.8172236, 13.42144, 0, 66.91718, 1.864842, 10.05359, 17.13433, 25.04133, 3.059156, 64.57583, 1627.695, 1602.561, 2263.357, 40.38569, 0.4167767, 0.2950348, 3260.35, 0.6297858, 2.975684, 3.18289, 1.022223, -0.004915991, 0.189079, 0.2000928, 0.1966225, 
2016:11, 5175.58, 15390.38, 0, 6.928614, 0.8179343, 13.42984, 0, 66.92946, 1.866665, 10.02748, 17.14346, 25.05285, 3.059502, 64.58248, 1627.059, 1602.785, 2263.514, 40.38779, 0.4159766, 0.2950063, 3259.126, 0.6297123, 2.973652, 3.184371, 1.021986, -0.00498564, 0.18906, 0.2000649, 0.1965976, 
2016:12, 5175.801, 15382.14, 0, 6.930908, 0.8184101, 13.43679, 0, 66.93922, 1.867579, 10.0071, 17.15179, 25.06146, 3.059545, 64.58234, 1627.107, 1603.042, 2263.943, 40.3904, 0.4148538, 0.2949828, 3258.876, 0.6296371, 2.971934, 3.186061, 1.021762, -0.005068382, 0.1890647, 0.2000618, 0.1965971, 
2017:1, 5174.538, 15370.04, 0, 6.934332, 0.8192051, 13.44433, 0, 66.94805, 1.865398, 9.988667, 17.16197, 25.07252, 3.059819, 64.54987, 1626.576, 1602.995, 2263.784, 40.38586, 0.3796813, 0.2949615, 3258.121, 0.6296448, 2.970321, 3.281771, 1.02087, -0.007351971, 0.189037, 0.2000277, 0.1965652, 
2017:2, 5175.861, 15369.65, 0, 6.934777, 0.8193496, 13.44757, 0, 66.95309, 1.86532, 9.979898, 17.16978, 25.07732, 3.059609, 64.54698, 1627.127, 1603.152, 2264.235, 40.37486, 0.378706, 0.2949499, 3258.627, 0.6295815, 2.969486, 3.282331, 1.019744, -0.007379235, 0.1890593, 0.2000458, 0.1965847, 
2017:3, 5177.909, 15373.88, 0, 6.934448, 0.8192956, 13.44878, 0, 66.9549, 1.864646, 9.977943, 17.17517, 25.07884, 3.059243, 64.54148, 1628.004, 1603.279, 2264.741, 40.36043, 0.3779214, 0.2949448, 3259.65, 0.6295301, 2.969128, 3.282147, 1.018615, -0.007378569, 0.1890914, 0.2000753, 0.1966152, 
2017:4, 5180.053, 15380.33, 0, 6.933617, 0.8191178, 13.44841, 0, 66.95438, 1.863693, 9.980777, 17.17778, 25.07784, 3.058846, 64.53498, 1628.932, 1603.345, 2265.173, 40.34595, 0.377271, 0.2949447, 3260.807, 0.629493, 2.969146, 3.281527, 1.017709, -0.007368261, 0.1891232, 0.2001061, 0.1966464, 
2017:5, 5182.446, 15388.67, 0, 6.932701, 0.8188543, 13.44705, 0, 66.95204, 1.862506, 9.986841, 17.17673, 25.07405, 3.058401, 64.52744, 1629.968, 1603.417, 2265.635, 40.33789, 0.376763, 0.2949476, 3262.183, 0.6294678, 2.969383, 3.280523, 1.017547, -0.00735422, 0.1891583, 0.2001413, 0.1966816, 
2017:6, 5184.101, 15395.68, 0, 6.932016, 0.8185932, 13.44503, 0, 66.94865, 1.861512, 9.994209, 17.17194, 25.06868, 3.058092, 64.52139, 1630.686, 1603.414, 2265.876, 40.34077, 0.3762998, 0.2949527, 3263.214, 0.6294657, 2.969788, 3.279185, 1.018326, -0.007346454, 0.1891821, 0.2001661, 0.1967061, 
2017:7, 5181.378, 15392.28, 0, 6.930952, 0.8185184, 13.44179, 0, 66.94528, 1.861979, 10.00148, 17.16815, 25.06731, 3.058543, 64.52644, 1629.541, 1602.92, 2264.841, 40.33834, 0.3756838, 0.2949636, 3261.817, 0.6295269, 2.970692, 3.278082, 1.018367, -0.007352835, 0.1891394, 0.2001283, 0.1966666, 
2017:8, 5207.646, 15457.21, 0, 6.93915, 0.8175861, 13.44629, 0, 66.93385, 1.853349, 10.00978, 17.13205, 25.02337, 3.054073, 64.48507, 1640.663, 1606.295, 2272.854, 40.4728, 0.374994, 0.2949371, 3277.398, 0.6293433, 2.968177, 3.274848, 1.029817, -0.007402546, 0.18954, 0.2005084, 0.1970545, 
2017:9, 5167.747, 15380.99, 0, 6.929244, 0.817474, 13.41992, 0, 66.9163, 1.863249, 10.0538, 17.11089, 25.03936, 3.060905, 64.5238, 1623.783, 1600.542, 2259.635, 40.50682, 0.3744498, 0.2950315, 3255.639, 0.6299919, 2.976343, 3.270872, 1.030319, -0.007449975, 0.188937, 0.1999566, 0.1964841, 
2017:10, 5160.972, 15357.87, 0, 6.929339, 0.8185067, 13.42347, 0, 66.9253, 1.866897, 10.03647, 17.1272, 25.05451, 3.062125, 64.57039, 1620.852, 1600.805, 2258.802, 40.48599, 0.3737388, 0.2950223, 3251.464, 0.6300099, 2.97577, 3.272856, 1.02677, -0.007481859, 0.1888415, 0.1998602, 0.1963878, 
2017:11, 5176.583, 15402.5, 0, 6.926857, 0.8177063, 13.42224, 0, 66.91943, 1.861063, 10.05269, 17.1293, 25.03901, 3.059284, 64.55019, 1627.54, 1603.335, 2264.033, 40.48965, 0.3731264, 0.2950206, 3260.218, 0.629801, 2.975419, 3.274836, 1.026198, -0.007492624, 0.1890864, 0.2000976, 0.1966283, 
2017:12, 5175.924, 15399.4, 0, 6.926832, 0.8177578, 13.42335, 0, 66.92213, 1.861356, 10.04856, 17.13577, 25.04363, 3.059406, 64.54726, 1627.26, 1603.192, 2263.804, 40.47813, 0.3727469, 0.295017, 3259.735, 0.629788, 2.975198, 3.27546, 1.024635, -0.007491379, 0.18908, 0.2000906, 0.1966215, 
